faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),109,479613.73,4400.125963302752,3.449367088607595
25-39 (Millennials),1089,5227434.67,4800.2154912764,34.462025316455694
40-54 (Gen X),1356,6919424.92,5102.8207374631265,42.91139240506329
55-69 (Boomers),507,2654870.96,5236.431873767258,16.044303797468356
70+ (Silent),97,531910.87,5483.617216494846,3.069620253164557
Nao Informado,2,39578.020000000004,19789.010000000002,0.06329113924050633
