sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Masculino,2504,37.16236271890769,2927905.41
CS,Feminino,4223,62.67438409023449,4398310.489999999
CS,Nao Informado,1,0.014841199168892847,380.0
CS,Outro,10,0.14841199168892846,4027.84
BS,Feminino,5704,67.28795564468561,7793606.66
BS,Masculino,2764,32.60587471983013,3961927.6100000003
BS,Outro,9,0.1061696354842515,9395.59
NK,Masculino,1761,33.632543926661576,2175619.18
NK,Feminino,3470,66.27196333078686,3799330.2399999993
NK,Outro,5,0.09549274255156609,1484.99
NR,Masculino,1231,41.08811748998665,1275676.81
NR,Feminino,1763,58.84512683578104,1660508.48
NR,Outro,2,0.06675567423230974,3574.54
GS,Masculino,2025,36.42086330935252,2403266.45
GS,Feminino,3531,63.507194244604314,3539356.17
GS,Nao Informado,1,0.017985611510791366,25.0
GS,Outro,3,0.0539568345323741,2615.4700000000003
NS,Feminino,2175,64.8479427549195,1703919.8900000001
NS,Masculino,1176,35.062611806797854,1018992.14
NS,Nao Informado,1,0.02981514609421586,132.7
NS,Outro,2,0.05963029218843172,1112.77
