perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,4382,67379451.64,15376.415253308991,11.850524874486537,34.78,83.4
Premium,2144,7800127.95,3638.119379664179,6.705223880597015,17.01,9.65
Potencial,2432,4039170.46,1660.8431167763158,4.785361842105263,19.3,5.0
Pontual,3643,1574859.73,432.29748284381003,2.9025528410650563,28.91,1.95
