quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,8.0,1.0,205.76,Global
40%,22.0,3.0,446.92999999999995,Global
60%,38.0,5.0,851.98,Global
80%,57.0,10.0,1802.7,Global
