faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),6302,16790527.26,9.038753908378991
Gen X (1965-1980),19264,57863419.26,27.629729497145807
Gen Z (1997-2012),10625,18905347.9,15.239092395513612
Millennials (1981-1996),33259,87087857.7,47.70230343363644
Nao Informado,58,49426.38,0.08318751613550959
Silent (antes 1946),214,465316.43,0.3069332491896388
