genero,qtd_clientes,valor_total,pct_clientes
Feminino,32423,60064503.9,61.11550931161879
Masculino,20517,34512192.07,38.67337706401266
Nao Informado,46,51437.19,0.08670738143708061
Outro,66,71452.09,0.12440624293146346
