genero,qtd_clientes,valor_total,pct_clientes
Feminino,489,358145.17,69.75748930099857
Masculino,207,149538.76,29.529243937232525
Nao Informado,4,694.14,0.5706134094151213
Outro,1,2411.81,0.14265335235378032
