dia_semana,valor,transacoes
Domingo,1238538.09,4624
Quarta,456859.26,1693
Quinta,713735.62,2368
Sabado,1289657.46,4499
Segunda,662288.51,2461
Sexta,984368.43,3445
Terca,581946.05,2039
