shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,794915.09,41.9,1385,822
Balneário Shopping,Premium,2,Calçados,185633.94,9.78,313,264
Balneário Shopping,Premium,3,Beleza e Bem-estar,179284.49,9.45,468,351
Balneário Shopping,Premium,4,Joalheria,146931.9,7.74,113,106
Balneário Shopping,Premium,5,Moda Feminina,137458.39,7.25,146,129
Balneário Shopping,Premium,6,Casa e Decoração,110638.68,5.83,170,127
Balneário Shopping,Premium,7,Infantil,99340.45,5.24,247,195
Balneário Shopping,Premium,8,Esportes,89431.43000000001,4.71,151,129
Balneário Shopping,Premium,9,Telefonia,76821.96,4.05,27,25
Balneário Shopping,Premium,10,Gastronomia,76672.68,4.04,640,377
Balneário Shopping,VIP,1,Moda,1962473.19,35.84,2795,1396
Balneário Shopping,VIP,2,Joalheria,941230.03,17.19,311,244
Balneário Shopping,VIP,3,Beleza e Bem-estar,518510.75,9.47,1187,766
Balneário Shopping,VIP,4,Calçados,426818.14,7.79,539,430
Balneário Shopping,VIP,5,Casa e Decoração,335300.24,6.12,413,289
Balneário Shopping,VIP,6,Eletrônicos,323803.71,5.91,115,101
Balneário Shopping,VIP,7,Moda Feminina,321522.32,5.87,278,232
Balneário Shopping,VIP,8,Telefonia,253481.16,4.63,58,40
Balneário Shopping,VIP,9,Gastronomia,200063.76,3.65,1737,803
Balneário Shopping,VIP,10,Infantil,192904.42,3.52,503,368
Continente Shopping,Premium,1,Moda,540039.94,39.02,1109,622
Continente Shopping,Premium,2,Telefonia,153596.23,11.1,67,58
Continente Shopping,Premium,3,Eletrodomésticos,144437.3,10.44,168,134
Continente Shopping,Premium,4,Ótica,137205.42,9.91,87,82
Continente Shopping,Premium,5,Joalheria,98858.95,7.14,65,61
Continente Shopping,Premium,6,Calçados,82177.38,5.94,242,193
Continente Shopping,Premium,7,Beleza e Bem-estar,68199.02,4.93,253,192
Continente Shopping,Premium,8,Esportes,54454.91,3.93,164,133
Continente Shopping,Premium,9,Não informado,53437.24,3.86,75,59
Continente Shopping,Premium,10,Gastronomia,51639.82,3.73,808,355
Continente Shopping,VIP,1,Moda,758318.14,30.49,1386,689
Continente Shopping,VIP,2,Telefonia,634136.2,25.5,157,113
Continente Shopping,VIP,3,Joalheria,340356.89,13.69,114,93
Continente Shopping,VIP,4,Ótica,142600.03,5.73,74,67
Continente Shopping,VIP,5,Eletrodomésticos,139759.96,5.62,301,185
Continente Shopping,VIP,6,Gastronomia,118079.87,4.75,1997,590
Continente Shopping,VIP,7,Eletrônicos,111981.5,4.5,40,25
Continente Shopping,VIP,8,Calçados,93041.87,3.74,304,242
Continente Shopping,VIP,9,Beleza e Bem-estar,81902.93,3.29,373,254
Continente Shopping,VIP,10,Moda Feminina,66656.89,2.68,84,70
Garten Shopping,Premium,1,Moda,479120.41,46.68,1054,582
Garten Shopping,Premium,2,Joalheria,107191.95,10.44,73,65
Garten Shopping,Premium,3,Calçados,73918.84,7.2,230,191
Garten Shopping,Premium,4,Esportes,72163.65000000001,7.03,173,155
Garten Shopping,Premium,5,Casa e Decoração,59751.73,5.82,174,141
Garten Shopping,Premium,6,Beleza e Bem-estar,55014.26,5.36,132,116
Garten Shopping,Premium,7,Eletrodomésticos,53383.01,5.2,21,21
Garten Shopping,Premium,8,Telefonia,46758.58,4.56,18,17
Garten Shopping,Premium,9,Eletrônicos,39793.1,3.88,28,25
Garten Shopping,Premium,10,Ótica,39216.32,3.82,42,36
Garten Shopping,VIP,1,Moda,786651.16,33.91,1510,741
Garten Shopping,VIP,2,Joalheria,442611.26,19.08,150,116
Garten Shopping,VIP,3,Serviços,344769.48,14.86,175,122
Garten Shopping,VIP,4,Telefonia,159928.18,6.89,40,32
Garten Shopping,VIP,5,Calçados,117920.78,5.08,335,267
Garten Shopping,VIP,6,Gastronomia,108384.04,4.67,1427,480
Garten Shopping,VIP,7,Beleza e Bem-estar,101046.28,4.36,238,192
Garten Shopping,VIP,8,Eletrônicos,94163.3,4.06,48,41
Garten Shopping,VIP,9,Esportes,91345.46,3.94,191,162
Garten Shopping,VIP,10,Casa e Decoração,72891.0,3.14,264,196
Nações Shopping,Premium,1,Moda,218521.4,43.21,446,271
Nações Shopping,Premium,2,Casa e Decoração,99545.27,19.68,106,80
Nações Shopping,Premium,3,Beleza e Bem-estar,33853.61,6.69,117,92
Nações Shopping,Premium,4,Joalheria,26093.739999999998,5.16,39,34
