quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,2.0,1.0,317.2260000000001,Global
40%,6.0,2.0,509.944,Global
60%,10.0,3.0,829.79,Global
80%,15.0,4.0,1499.0,Global
