faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),15,4994.96,7.5
25-39 (Millennials),98,56417.08,49.0
40-54 (Gen X),79,56426.11,39.5
55-69 (Boomers),7,2835.69,3.5000000000000004
Nao Informado,1,15.0,0.5
