genero,qtd_clientes,valor_total,pct_clientes
Feminino,3531,3539356.17,63.507194244604314
Masculino,2025,2403266.45,36.42086330935252
Nao Informado,1,25.0,0.017985611510791366
Outro,3,2615.4700000000003,0.0539568345323741
