dia_semana,valor,transacoes
Domingo,710274.1900000001,2040
Quarta,304720.65,687
Quinta,224279.27,652
Sabado,553279.24,1408
Segunda,361053.73,967
Sexta,447731.57,792
Terca,195421.93,647
