genero,qtd_clientes,valor_total,pct_clientes
Feminino,5007,5416121.96,63.14793794930004
Masculino,2900,3104786.76,36.57459957119435
Nao Informado,16,8642.51,0.20179089418589985
Outro,6,4121.76,0.07567158531971245
