dia_semana,valor,transacoes
Domingo,3851398.36,12955
Quarta,1860587.88,5558
Quinta,1851178.32,5866
Sabado,3781512.59,12252
Segunda,2096537.1,6454
Sexta,2051077.54,6480
Terca,1612236.07,5157
