Metrica,High Spenders,Demais Clientes
Qtd Clientes,634.0,5699.0
Valor Total (R$),2508759.43,2976140.5
Ticket Medio (R$),3957.03380126183,522.2215300929988
Freq Media Compras,10.462145110410095,4.021758203193543
Idade Media,39.4385805277525,37.53701754385965
% Feminino,76.18296529968454,74.73240919459553
% Masculino,23.501577287066247,24.741182663625196
