sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Masculino,324,24.676313785224675,252683.27000000002
CS,Feminino,982,74.79055597867479,759458.8900000001
CS,Outro,3,0.2284843869002285,3030.89
CS,Nao Informado,4,0.30464584920030463,906.48
BS,Feminino,838,80.03820439350525,934723.23
BS,Masculino,206,19.675262655205348,272930.13
BS,Nao Informado,3,0.28653295128939826,1578.0
NK,Masculino,375,24.224806201550386,304637.85000000003
NK,Feminino,1168,75.45219638242894,964850.8699999999
NK,Nao Informado,5,0.32299741602067183,2494.98
NR,Feminino,798,72.94332723948813,522126.74
NR,Masculino,292,26.691042047531994,202674.82
NR,Outro,1,0.09140767824497258,852.76
NR,Nao Informado,3,0.2742230347349177,1605.6399999999999
GS,Masculino,192,24.150943396226417,147909.73
GS,Feminino,599,75.34591194968554,502306.92000000004
GS,Nao Informado,2,0.25157232704402516,1267.4
GS,Outro,2,0.25157232704402516,630.0699999999999
NS,Feminino,569,70.33374536464771,381159.4
NS,Masculino,231,28.553770086526576,221001.18
NS,Nao Informado,3,0.3708281829419036,1318.68
NS,Outro,6,0.7416563658838072,4752.0
