faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),96,46,0,0
Gen X (1965-1980),915,277,0,0
Gen Z (1997-2012),972,368,2,9
Millennials (1981-1996),2757,867,1,3
Nao Informado,0,0,17,0
Silent (antes 1946),2,1,0,0
