faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),9,25773.829999999998,2863.7588888888886,3.169014084507042
25-39 (Millennials),110,341915.51,3108.322818181818,38.732394366197184
40-54 (Gen X),144,449956.28,3124.696388888889,50.70422535211267
55-69 (Boomers),17,65532.63,3854.860588235294,5.985915492957746
70+ (Silent),4,13908.69,3477.1725,1.4084507042253522
