sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Masculino,178,23.298429319371728,77643.14
CS,Feminino,583,76.30890052356021,357331.47
CS,Outro,2,0.2617801047120419,115.38000000000001
CS,Nao Informado,1,0.13089005235602094,48.0
BS,Feminino,431,79.37384898710866,458792.00999999995
BS,Masculino,112,20.626151012891345,85215.76
NK,Feminino,442,75.17006802721087,346146.82999999996
NK,Masculino,142,24.149659863945576,116472.83000000002
NK,Outro,4,0.6802721088435374,1791.7
NR,Masculino,72,25.174825174825177,35546.57000000001
NR,Feminino,212,74.12587412587412,109561.77
NR,Outro,2,0.6993006993006993,1406.77
GS,Feminino,363,75.31120331950207,219653.77000000002
GS,Masculino,118,24.481327800829874,74451.67
GS,Outro,1,0.2074688796680498,55.0
NS,Feminino,202,72.66187050359713,80423.87000000001
NS,Masculino,76,27.33812949640288,35501.66
