sigla,segmento,valor,clientes
CS,Moda,128228.78,311
CS,Gastronomia,69240.04,475
CS,Farmácias,58310.51,106
CS,Calçados,28632.3,109
CS,Esportes,21203.22,86
CS,Beleza e Bem-estar,20704.59,152
CS,Papelaria,13583.539999999999,112
CS,Presentes e Acessórios,12631.57,32
CS,Eletrônicos,12211.0,4
CS,Infantil,10444.69,51
CS,Ótica,10226.85,8
CS,Joalheria,9066.96,10
CS,Eletrodomésticos,8466.49,124
CS,Livrarias,7633.41,93
CS,Pets,6233.71,43
CS,Moda Feminina,5888.7699999999995,12
CS,Não informado,5206.6,10
CS,Casa e Decoração,4154.86,38
CS,Serviços,1483.0,51
CS,Lazer,1032.6,17
BS,Moda,201044.76,304
BS,Joalheria,60448.51,34
BS,Beleza e Bem-estar,55874.62,149
BS,Gastronomia,39406.89,199
BS,Casa e Decoração,27351.67,42
BS,Infantil,25436.260000000002,83
BS,Calçados,24899.27,48
BS,Presentes e Acessórios,17216.87,67
BS,Esportes,17022.97,50
BS,Moda Feminina,15640.699999999999,18
BS,Papelaria,15175.16,83
BS,Eletrônicos,13207.9,5
BS,Livrarias,12121.44,84
BS,Calçados Femininos,5489.0,5
BS,Supermercado,4912.65,58
BS,Ótica,2855.0,5
BS,Eletrodomésticos,2568.9,2
BS,Farmácias,2180.42,29
BS,Serviços,870.28,16
BS,Lazer,284.5,6
NK,Moda,111862.09,240
NK,Gastronomia,62618.61,342
NK,Eletrônicos,42793.54,13
NK,Beleza e Bem-estar,36318.94,133
NK,Casa e Decoração,32941.74,115
NK,Moda Feminina,28140.62,23
NK,Calçados,21864.62,63
NK,Esportes,20050.99,50
NK,Joalheria,17394.7,15
NK,Papelaria,13800.04,111
NK,Livrarias,12599.91,100
NK,Farmácias,10601.97,63
NK,Presentes e Acessórios,10221.4,31
NK,Telefonia,9697.0,2
NK,Pets,9556.12,60
NK,Infantil,8233.5,41
NK,Eletrodomésticos,6471.17,90
NK,Ótica,6466.9,6
NK,Serviços,1649.0,47
NK,Lazer,570.5,10
NR,Moda,25152.32,69
NR,Eletrodomésticos,20483.9,46
NR,Supermercado,15339.5,64
NR,Casa e Decoração,13240.0,57
NR,Gastronomia,12448.32,137
NR,Eletrônicos,9312.699999999999,3
NR,Calçados,9126.82,27
NR,Beleza e Bem-estar,8777.380000000001,53
NR,Papelaria,7818.48,36
NR,Esportes,6526.22,26
NR,Joalheria,4259.65,7
NR,Pets,3565.03,21
NR,Livrarias,3513.7000000000003,20
NR,Infantil,2911.62,19
NR,Outros,1588.0,2
NR,Serviços,771.0,40
NR,Presentes e Acessórios,770.4699999999999,12
NR,Hub da Saúde,525.0,1
NR,Gastronomia - Sorvetes,281.0,10
NR,Lazer,104.0,2
GS,Moda,100517.12,222
GS,Gastronomia,39201.4,262
GS,Casa e Decoração,17161.31,61
GS,Joalheria,16841.78,12
GS,Esportes,15975.98,38
GS,Calçados,15218.11,56
GS,Papelaria,13372.24,83
GS,Presentes e Acessórios,12410.19,60
GS,Telefonia,11690.26,4
GS,Beleza e Bem-estar,10741.94,49
GS,Ótica,8498.99,10
GS,Infantil,6774.79,45
GS,Livrarias,5909.88,58
GS,Farmácias,5717.8,38
GS,Moda Feminina,4416.95,11
GS,Pets,3859.2400000000002,34
GS,Gastronomia - Restaurante,2321.65,29
GS,Kids,2008.99,22
GS,Serviços,533.0,20
GS,Eletrônicos,380.0,2
NS,Moda,49301.57,120
NS,Gastronomia,14091.46,128
NS,Casa e Decoração,10754.51,33
NS,Calçados,8012.59,32
NS,Esportes,7465.26,28
NS,Beleza e Bem-estar,4796.07,38
NS,Pets,3473.63,22
NS,Livrarias,3426.68,25
NS,Joalheria,3019.34,5
NS,Infantil,2761.56,15
NS,Outros,2138.0,9
NS,Farmácias,2109.15,21
NS,Presentes e Acessórios,1147.8,4
NS,Eletrodomésticos,1122.61,26
NS,Papelaria,1059.5,6
NS,Calçados Femininos,958.8,3
NS,Serviços,194.0,14
NS,Gastronomia - Sorvetes,93.0,2
