sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
CS,Gen X (1965-1980),179,23.42931937172775,102922.88
CS,Gen Z (1997-2012),141,18.455497382198953,65213.82
CS,Millennials (1981-1996),430,56.282722513089,259091.39
CS,Nao Informado,2,0.2617801047120419,132.95
CS,Boomers (1946-1964),12,1.5706806282722512,7776.950000000001
BS,Millennials (1981-1996),321,59.11602209944752,324143.94
BS,Gen X (1965-1980),128,23.572744014732965,140829.03
BS,Boomers (1946-1964),18,3.314917127071823,21815.59
BS,Gen Z (1997-2012),75,13.812154696132598,57085.20999999999
BS,Silent (antes 1946),1,0.1841620626151013,134.0
NK,Millennials (1981-1996),306,52.04081632653062,235990.58000000002
NK,Gen Z (1997-2012),65,11.054421768707483,31557.68
NK,Gen X (1965-1980),193,32.82312925170068,176949.49
NK,Boomers (1946-1964),24,4.081632653061225,19913.61
NR,Millennials (1981-1996),178,62.23776223776224,97106.41
NR,Gen Z (1997-2012),44,15.384615384615385,19956.5
NR,Gen X (1965-1980),59,20.62937062937063,27569.050000000003
NR,Boomers (1946-1964),5,1.7482517482517483,1883.1499999999999
GS,Millennials (1981-1996),293,60.788381742738586,183496.06
GS,Gen Z (1997-2012),73,15.145228215767634,32460.450000000004
GS,Gen X (1965-1980),107,22.199170124481327,70719.76999999999
GS,Boomers (1946-1964),9,1.8672199170124482,7484.16
NS,Millennials (1981-1996),176,63.30935251798561,69891.47
NS,Gen X (1965-1980),54,19.424460431654676,29442.36
NS,Gen Z (1997-2012),45,16.18705035971223,13494.869999999999
NS,Boomers (1946-1964),3,1.079136690647482,3096.83
