Metrica,High Spenders,Demais Clientes
Qtd Clientes,284.0,2554.0
Valor Total (R$),897086.94,1103071.26
Ticket Medio (R$),3158.7568309859153,431.8994753328113
Freq Media Compras,8.838028169014084,3.5896632732967895
Idade Media,42.03346613545817,39.598689956331874
% Feminino,83.45070422535211,74.90211433046203
% Masculino,16.549295774647888,24.784651527016443
