genero,qtd_clientes,valor_total,pct_clientes
Feminino,30588,61263388.23,61.22130376478594
Masculino,19301,36773520.05,38.63058663410924
Nao Informado,27,23277.18,0.054039989592298304
Outro,47,72768.53,0.09406961151251926
