faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),3389,7963194.4,6.783019434381441
Gen X (1965-1980),14279,31515167.03,28.579148569941758
Gen Z (1997-2012),8224,11510605.86,16.46018053359486
Millennials (1981-1996),23946,46954185.02,47.92746632508056
Nao Informado,29,23441.19,0.0580429517843204
Silent (antes 1946),96,166360.49,0.1921421852170606
