faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),2843,5773101.84,9.618702845349663
Gen X (1965-1980),8807,19579473.52,29.796664072808472
Gen Z (1997-2012),3881,5777330.06,13.13056128835809
Millennials (1981-1996),13933,27604370.68,47.13942551679805
Nao Informado,4,4569.92,0.013533173190783909
Silent (antes 1946),89,186630.33,0.30111310349494197
