faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),122,825047.81,6762.686967213115,7.639323731997496
Gen X (1965-1980),549,2498443.83,4550.899508196721,34.376956793988725
Gen Z (1997-2012),151,690834.59,4575.063509933774,9.455228553537884
Millennials (1981-1996),770,3449289.3,4479.596493506493,48.215403882279276
Silent (antes 1946),5,36683.09,7336.6179999999995,0.31308703819661865
