perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,7722,102555262.81,13280.919814814815,5.074333074333074,24.14,71.23
Premium,6135,21956690.42,3578.9226438467813,3.9080684596577018,19.18,15.25
Potencial,8772,14469066.88,1649.460428636571,3.357045143638851,27.42,10.05
Pontual,9358,4990439.46,533.2805578114982,2.209446462919427,29.26,3.47
