loja,valor,clientes
Samsung,87583.14,26
Havan,62606.04,167
Atacadão,57388.12,178
Polishop,55907.63,48
Renner,45983.31,153
Kalunga,39100.34,159
Pittol,36719.41,111
Vivo,36039.6,9
Vivara,34862.8,20
Riachuelo,34812.87,109
Magazine Luiza,34124.78,18
Centauro,31149.86,82
JCanedo,18590.33,24
Audithorium,14821.12,12
Boiko Joalheiros,14511.0,6
Livrarias Catarinense,13588.66,85
Cia do Terno,12699.800000000001,21
Claro,11738.76,4
Casas Bahia,11580.2,18
Cobasi,11453.26,92
