segmento,valor,clientes
Moda,168870.68,354
Eletrodomésticos,111256.61,178
Eletrônicos,101747.74,46
Casa e Decoração,63505.04,168
Joalheria,61419.53,64
Supermercado,57388.12,178
Telefonia,52983.36,16
Papelaria,39100.34,159
Esportes,38980.91,105
Gastronomia,37973.29,281
Calçados,36719.41,111
Beleza e Bem-estar,25372.59,115
Livrarias,13588.66,85
Pets,11453.26,92
Infantil,10905.17,38
Ótica,2882.8,5
Lazer,2503.1,10
Presentes e Acessórios,1587.2,30
Gastronomia - Sorvetes,678.8,21
