genero,qtd_clientes,valor_total,pct_clientes
Feminino,574,462911.86,64.34977578475336
Masculino,315,374916.85,35.313901345291484
Nao Informado,2,278.8,0.2242152466367713
Outro,1,809.1,0.11210762331838565
