dia_semana,valor,transacoes
Domingo,216031.57,1054
Quarta,99910.4,671
Quinta,98937.06,666
Sabado,239469.18,1250
Segunda,157444.87,1021
Sexta,123424.25,793
Terca,113557.71,809
