loja,valor,clientes
Renner,46909.43,169
Riachuelo,38436.46,137
Havan,35898.19,114
Maze Skate,27579.31,9
Coliseu,24404.53,4
Outback Steakhouse,24106.78,49
C&A,19819.48,75
Superlegal,17193.62,69
Centauro,15624.86,44
Padrao Joinville Ltda,14669.0,3
Ri Happy,12521.33,61
Gnc Joinville Garten,11248.1,13
Pittol,11224.77,49
Tok & Stok,11220.69,23
Le Lis Blanc,11146.5,5
Panvel Farmácias,10862.07,81
Track&Field,9835.1,7
Shoulder,9413.380000000001,9
Madero,9023.85,41
Dona Torta,8953.96,104
