dia_semana,valor,transacoes
Domingo,86334.36,608
Quarta,62390.94,298
Quinta,36093.78,310
Sabado,121741.40000000001,535
Segunda,47502.07,338
Sexta,41492.58,292
Terca,68856.23,296
