loja,valor,clientes
Nike Unite,138867.72,255
Centauro,119297.98000000001,247
Vivara,114143.14,36
Renner,110445.76,347
Empório Du Homem,96823.38,94
C&A,86738.45,258
Vivo,85259.0,17
Decathlon,78958.66,231
DEMOCRATA,71994.51,153
CLIFIELD,71601.96,93
Riachuelo,64800.6,215
Samsung,62472.4,13
Polishop,54878.67,56
Brooksfield,54199.22,29
Damyller ,53688.0,64
PRIME GAMES,50028.0,10
Companhia da Moda,40899.74,56
Magazine Luiza,39664.55,18
Live!,38480.55,55
Alô Bebê,37936.58,71
