genero,qtd_clientes,valor_total,pct_clientes
Feminino,1548,2451886.31,72.91568535091851
Masculino,573,885220.63,26.990108337258594
Nao Informado,1,129.4,0.047103155911446065
Outro,1,1493.69,0.047103155911446065
