faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),96,111139.45,4.521902967498822
25-39 (Millennials),828,1235080.15,39.001413094677346
40-54 (Gen X),937,1574692.18,44.13565708902497
55-69 (Boomers),223,351575.58,10.504003768252474
70+ (Silent),39,66242.67,1.8370230805463967
