dia_semana,valor,transacoes,pct_valor,shopping
Domingo,18855766.23,68546,19.911139188436945,Continente Shopping
Quarta,10288473.31,37082,10.864327740020382,Continente Shopping
Quinta,10496503.97,37336,11.084002049523232,Continente Shopping
Sabado,17873421.38,64751,18.873811678071736,Continente Shopping
Segunda,13878483.11,48419,14.655273381991924,Continente Shopping
Sexta,12030058.56,42880,12.703390968652634,Continente Shopping
Terca,11276878.69,40443,11.90805499330315,Continente Shopping
