loja,valor,clientes
Vivara,553086.39,139
Renner,339659.38,844
Nike Unite,208715.06,408
C&A,181792.99,468
Riachuelo,142824.18,424
iPlace Mobile,140742.51,38
Vivo,135957.11,27
Decathlon,125530.03,411
Arezzo,121821.3,182
Empório Du Homem,121703.98,122
Centauro,120919.01000000001,283
Magazine Luiza,109568.72,48
Damyller ,96750.0,97
Lanzara,95038.71,42
Maze Vale Comercio LTDA,90659.31,83
Brooksfield,85195.92,54
DEMOCRATA,83848.37,170
IDELI.OUI,79296.78,146
Polishop,78570.0,69
Claro,70431.36,21
