dia_semana,valor,transacoes
Domingo,1119373.52,3846
Quarta,504165.6,1711
Quinta,587584.6,1881
Sabado,1326672.96,4192
Segunda,735622.31,2195
Sexta,680606.41,2101
Terca,545281.02,1885
