faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),560,690988.64,8.311071534579995
Gen X (1965-1980),1963,2243733.3,29.13327396853666
Gen Z (1997-2012),896,832281.27,13.297714455327991
Millennials (1981-1996),3310,3553104.06,49.12436924903532
Nao Informado,1,2838.87,0.014841199168892847
Silent (antes 1946),8,7677.6,0.11872959335114278
