dia_semana,valor,transacoes
Domingo,1127927.42,3351
Quarta,951567.37,2923
Quinta,831187.52,2156
Sabado,1852410.41,5516
Segunda,832627.5,2157
Sexta,1128505.52,2987
Terca,606398.0,1828
