dia_semana,valor,transacoes
Domingo,1925947.67,6038
Quarta,788387.0,2317
Quinta,778430.42,2261
Sabado,1404520.43,4056
Segunda,912570.24,2658
Sexta,864459.4,2436
Terca,847190.85,1962
