segmento,valor,clientes
Moda,17188.39,35
Moda Feminina,2779.81,4
Casa e Decoração,2194.52,5
Presentes e Acessórios,1890.0,6
Calçados,1360.09,5
Esportes,1247.96,4
Beleza e Bem-estar,579.71,3
Calçados Femininos,539.8,1
Outros,537.0,2
Gastronomia,479.8,7
Papelaria,211.8,1
Joalheria,197.62,2
Infantil,137.03,2
Eletrodomésticos,93.4,2
Livrarias,85.1,1
Farmácias,15.58,1
Pets,9.8,1
