loja,valor,clientes
JCANEDO,12180.550000000001,18
Polo Wear,3915.58,10
Criatiff,2779.81,4
Cassol Centerlar,2171.67,3
Tabacaria El Patrono,1890.0,6
Arezzo,619.8,1
Centauro,549.99,1
Luz da Lua,539.8,1
Hope Nacoes Shopping,537.0,2
FATIMA ESPORTES,447.98,2
Beagle,405.98,1
Pittol,289.9,1
Uebel Make Up,257.7,1
TIGRE MANIACOS VOLT,249.99,1
Noha Shoes,249.45,1
O Boticário,245.07,2
Fátima Papelaria,211.8,1
Acuo,206.81,1
Havaianas,200.94,2
Baummer,197.62,2
