faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),2,682.89,2.941176470588235
25-39 (Millennials),31,14634.33,45.588235294117645
40-54 (Gen X),28,10719.13,41.17647058823529
55-69 (Boomers),7,3511.06,10.294117647058822
