dia_semana,valor,transacoes
Domingo,3892250.32,13324
Quarta,1761309.74,5671
Quinta,2220761.97,7461
Sabado,2945403.96,9870
Segunda,3661262.46,11973
Sexta,2198357.7,7193
Terca,2622070.35,8365
