genero,qtd_clientes,valor_total,pct_clientes
Feminino,13600,23846651.93,65.07177033492823
Masculino,7274,11690928.74,34.80382775119617
Nao Informado,2,2112.32,0.009569377990430622
Outro,24,20440.74,0.11483253588516747
