perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Pontual;Balneário Shopping;Feminino;1;Renner;1128,8;24,5;7;5
Pontual;Balneário Shopping;Feminino;2;C&A;631,94;13,71;3;3
Pontual;Balneário Shopping;Feminino;3;Zara;586,0;12,72;5;4
Pontual;Balneário Shopping;Feminino;4;Kalunga;550,3000000000001;11,94;7;6
Pontual;Balneário Shopping;Feminino;5;Brooksfield;439,8;9,54;1;1
Pontual;Balneário Shopping;Feminino;6;Riachuelo;398,68;8,65;4;4
Pontual;Balneário Shopping;Feminino;7;O Boticário;342,95;7,44;3;2
Pontual;Balneário Shopping;Feminino;8;Lojas Americanas;194,76999999999998;4,23;5;4
Pontual;Balneário Shopping;Feminino;9;Studio Z;168,98;3,67;3;3
Pontual;Balneário Shopping;Feminino;10;Lindt;165,78;3,6;2;2
Pontual;Balneário Shopping;Masculino;1;Kalunga;648,8000000000001;22,38;3;3
Pontual;Balneário Shopping;Masculino;2;Zara;459,5;15,85;3;2
Pontual;Balneário Shopping;Masculino;3;Democrata;389,6;13,44;1;1
Pontual;Balneário Shopping;Masculino;4;Granado;362,0;12,49;1;1
Pontual;Balneário Shopping;Masculino;5;Lojas Americanas;310,76;10,72;3;3
Pontual;Balneário Shopping;Masculino;6;Studio Z;259,0;8,93;1;1
Pontual;Balneário Shopping;Masculino;7;Centauro;249,97;8,62;1;1
Pontual;Balneário Shopping;Masculino;8;Burger King;80,6;2,78;1;1
Pontual;Balneário Shopping;Masculino;9;Renner;73,0;2,52;1;1
Pontual;Balneário Shopping;Masculino;10;O Boticário;66,0;2,28;1;1
Pontual;Continente Shopping;Feminino;1;Kalunga;1586,0;15,73;19;16
Pontual;Continente Shopping;Feminino;2;Renner;1137,7;11,28;7;7
Pontual;Continente Shopping;Feminino;3;Giraffas;1067,0;10,58;13;9
Pontual;Continente Shopping;Feminino;4;IDELI.OUI;974,79;9,67;5;5
Pontual;Continente Shopping;Feminino;5;Decathlon;972,37;9,64;9;4
Pontual;Continente Shopping;Feminino;6;Studio Z;962,89;9,55;9;7
Pontual;Continente Shopping;Feminino;7;Youcom;959,4;9,52;4;4
Pontual;Continente Shopping;Feminino;8;Luz da Lua;949,6999999999999;9,42;2;2
Pontual;Continente Shopping;Feminino;9;Lojas Americanas;852,64;8,46;20;15
Pontual;Continente Shopping;Feminino;10;Polo Wear;619,9200000000001;6,15;4;3
Pontual;Continente Shopping;Masculino;1;Nike Unite;999,97;17,5;2;2
Pontual;Continente Shopping;Masculino;2;BRANDO BIKES;999,0;17,48;1;1
Pontual;Continente Shopping;Masculino;3;Decathlon;952,9;16,68;5;5
Pontual;Continente Shopping;Masculino;4;Magazine Luiza;862,39;15,09;1;1
Pontual;Continente Shopping;Masculino;5;Panvel Farmácias;503,62;8,81;6;3
Pontual;Continente Shopping;Masculino;6;CLIFIELD;428,0;7,49;1;1
Pontual;Continente Shopping;Masculino;7;Alô Bebê;296,03999999999996;5,18;2;1
Pontual;Continente Shopping;Masculino;8;Studio Z;248,98;4,36;2;2
Pontual;Continente Shopping;Masculino;9;Riachuelo;239,98;4,2;1;1
Pontual;Continente Shopping;Masculino;10;Giraffas;183,5;3,21;3;3
Pontual;Garten Shopping;Feminino;1;Renner;668,5;27,93;5;4
Pontual;Garten Shopping;Feminino;2;C&A;469,95;19,63;2;2
Pontual;Garten Shopping;Feminino;3;Kalunga;266,2;11,12;2;2
Pontual;Garten Shopping;Feminino;4;McDonald's;258,4;10,8;7;6
Pontual;Garten Shopping;Feminino;5;Avatim Cheiros Da Terra;178,0;7,44;1;1
Pontual;Garten Shopping;Feminino;6;Levi's;149,95;6,26;1;1
Pontual;Garten Shopping;Feminino;7;Youcom;119,8;5,0;1;1
Pontual;Garten Shopping;Feminino;8;Mini Kalzone;103,3;4,32;4;3
Pontual;Garten Shopping;Feminino;9;Purpurata;89,9;3,76;1;1
Pontual;Garten Shopping;Feminino;10;Montana Grill;89,7;3,75;1;1
Pontual;Garten Shopping;Masculino;1;Madero;515,02;21,33;2;2
