quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,4.0,1.0,109.98400000000001,Global
40%,8.0,2.0,275.35,Global
60%,13.0,4.0,528.5319999999999,Global
80%,20.0,6.0,965.1240000000001,Global
