cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
152,284.3,5,1,Balneário Shopping,Feminino,Gastronomia,5,4,3,12,Premium
169,48.4,1,5,Continente Shopping,Masculino,Gastronomia,4,1,1,6,Pontual
177,57.97,2,16,Nações Shopping,Feminino,Gastronomia,2,2,1,5,Pontual
187,182.47,2,9,Continente Shopping,Feminino,Beleza e Bem-estar,3,2,2,7,Potencial
195,1322.73,13,0,Continente Shopping,Feminino,Moda,5,5,5,15,VIP
277,209.89000000000001,3,18,Neumarkt Shopping,Feminino,Eletrodomésticos,2,3,2,7,Potencial
349,647.85,4,1,Norte Shopping,Masculino,Pets,5,3,4,12,Premium
375,371.7,10,2,Garten Shopping,Feminino,Gastronomia,5,5,3,13,VIP
424,244.97,2,7,Continente Shopping,Masculino,Moda,4,2,2,8,Potencial
478,578.88,3,20,Neumarkt Shopping,Feminino,Casa e Decoração,2,3,4,9,Potencial
568,349.67,9,2,Neumarkt Shopping,Feminino,Gastronomia,5,5,3,13,VIP
617,40.53,2,17,Garten Shopping,Feminino,Beleza e Bem-estar,2,2,1,5,Pontual
649,470.78000000000003,15,1,Continente Shopping,Masculino,Gastronomia,5,5,3,13,VIP
770,471.75,3,5,Norte Shopping,Masculino,Casa e Decoração,4,3,3,10,Premium
836,232.58999999999997,3,6,Continente Shopping,Feminino,Beleza e Bem-estar,4,3,2,9,Potencial
901,619.6,1,3,Garten Shopping,Feminino,Moda,5,1,4,10,Premium
1137,369.5,4,22,Continente Shopping,Feminino,Moda,1,3,3,7,Potencial
1941,429.78,2,22,Nações Shopping,Feminino,Moda,1,2,3,6,Pontual
2035,287.98,2,19,Garten Shopping,Masculino,Casa e Decoração,2,2,3,7,Potencial
2040,139.8,2,24,Balneário Shopping,Feminino,Gastronomia,1,2,2,5,Pontual
2210,1029.34,10,4,Continente Shopping,Masculino,Gastronomia,5,5,5,15,VIP
2213,994.8799999999999,6,0,Norte Shopping,Masculino,Gastronomia,5,4,5,14,VIP
2254,1154.1599999999999,6,12,Garten Shopping,Feminino,Moda,3,4,5,12,Premium
2363,22.5,1,20,Neumarkt Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
2374,8087.56,32,6,Neumarkt Shopping,Masculino,Gastronomia,4,5,5,14,VIP
2414,129.0,1,11,Continente Shopping,Feminino,Moda,3,1,2,6,Pontual
2542,7778.9,1,24,Neumarkt Shopping,Masculino,Eletrônicos,1,1,5,7,Potencial
2600,2766.61,8,5,Garten Shopping,Feminino,Casa e Decoração,4,5,5,14,VIP
