perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,1834,34331274.39,18719.342633587785,4.8800436205016355,64.65,94.33
Premium,372,1387555.72,3729.9884946236557,3.2688172043010755,13.11,3.81
Potencial,316,544939.24,1724.4912658227847,2.75,11.14,1.5
Pontual,315,132466.76,420.5293968253969,2.038095238095238,11.1,0.36
