loja,valor,clientes
Casas Bahia,150768.94,77
Havan,144224.15,399
Magazine Luiza,123059.61,69
Atacadão,122924.37,358
Kalunga,68161.33,259
Renner,67039.7,227
Pittol,56375.98,179
Riachuelo,54642.32,214
CVC,54581.54,4
Centauro,42911.74,120
Samsung,38014.0,11
Idéli.oui,30653.95,71
NXT Eletric,24090.0,3
Cobasi,23867.079999999998,150
Mannes,21700.0,2
Game Mania,21687.3,21
Lojas Americanas,19396.0,210
Livrarias Catarinense,18563.21,124
Claro,18477.8,7
Brando Bike,18370.0,13
