perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,2800,47282613.43,16886.64765357143,5.967142857142857,51.75,89.97
Premium,914,3387752.75,3706.5128555798688,4.5,16.89,6.45
Potencial,895,1510879.12,1688.133094972067,3.660335195530726,16.54,2.88
Pontual,802,370566.59,462.0531047381547,2.6708229426433916,14.82,0.71
