cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
151,31.0,1,20,Neumarkt Shopping,Masculino,Gastronomia,1,1,1,3,Pontual
164,405.90999999999997,3,7,Nações Shopping,Feminino,Não informado,3,3,3,9,Potencial
168,388.12,6,0,Continente Shopping,Feminino,Gastronomia,5,4,3,12,Premium
169,140.63,3,10,Continente Shopping,Masculino,Gastronomia,3,3,1,7,Potencial
174,315.42,3,20,Neumarkt Shopping,Masculino,Eletrônicos,1,3,2,6,Pontual
177,69.64,1,13,Nações Shopping,Feminino,Eletrodomésticos,2,1,1,4,Pontual
195,2011.8300000000002,4,2,Continente Shopping,Feminino,Gastronomia,5,3,5,13,VIP
241,2053.63,4,25,Balneário Shopping,Feminino,Moda,1,3,5,9,Potencial
251,107.0,1,27,Continente Shopping,Feminino,Lazer,1,1,1,3,Pontual
259,422.5,3,18,Neumarkt Shopping,Masculino,Beleza e Bem-estar,2,3,3,8,Potencial
277,282.8,2,11,Neumarkt Shopping,Feminino,Gastronomia,3,2,2,7,Potencial
285,704.93,1,3,Balneário Shopping,Feminino,Casa e Decoração,4,1,4,9,Potencial
349,107.99,2,11,Norte Shopping,Masculino,Gastronomia,3,2,1,6,Pontual
375,31.0,1,11,Garten Shopping,Feminino,Gastronomia,3,1,1,5,Pontual
506,865.18,9,3,Nações Shopping,Feminino,Casa e Decoração,4,5,4,13,VIP
568,736.88,18,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
611,179.9,1,5,Balneário Shopping,Feminino,Moda,4,1,2,7,Potencial
617,1367.78,3,24,Garten Shopping,Feminino,Beleza e Bem-estar,1,3,5,9,Potencial
725,880.47,9,12,Continente Shopping,Feminino,Moda,2,5,4,11,Premium
736,218.81,4,11,Neumarkt Shopping,Masculino,Gastronomia,3,3,2,8,Potencial
740,1656.3,8,25,Neumarkt Shopping,Masculino,Gastronomia,1,5,5,11,Premium
752,56.0,1,0,Neumarkt Shopping,Masculino,Gastronomia,5,1,1,7,Potencial
769,1607.98,5,6,Balneário Shopping,Feminino,Infantil,3,4,5,12,Premium
770,311.76,5,5,Norte Shopping,Masculino,Eletrodomésticos,4,4,2,10,Premium
986,179.59,6,8,Nações Shopping,Feminino,Eletrodomésticos,3,4,2,9,Potencial
1213,242.88,4,26,Continente Shopping,Feminino,Beleza e Bem-estar,1,3,2,6,Pontual
1303,380.97,2,17,Nações Shopping,Feminino,Gastronomia,2,2,3,7,Potencial
1391,59.99,1,4,Nações Shopping,Feminino,Esportes,4,1,1,6,Pontual
1603,161.99,2,7,Norte Shopping,Masculino,Esportes,3,2,2,7,Potencial
1770,57.4,3,19,Balneário Shopping,Feminino,Gastronomia,1,3,1,5,Pontual
2035,67.9,1,8,Garten Shopping,Masculino,Gastronomia,3,1,1,5,Pontual
2038,1497.93,5,3,Norte Shopping,Masculino,Moda,4,4,5,13,VIP
2185,484.87,3,11,Nações Shopping,Feminino,Farmácias,3,3,3,9,Potencial
2213,213.62,4,1,Norte Shopping,Masculino,Supermercado,5,3,2,10,Premium
2254,259.23,2,8,Garten Shopping,Feminino,Beleza e Bem-estar,3,2,2,7,Potencial
2292,89.44,4,7,Norte Shopping,Feminino,Supermercado,3,3,1,7,Potencial
2363,996.08,12,1,Neumarkt Shopping,Feminino,Eletrodomésticos,5,5,4,14,VIP
2374,3272.2200000000003,26,0,Neumarkt Shopping,Masculino,Gastronomia,5,5,5,15,VIP
2452,204.36,3,4,Balneário Shopping,Feminino,Calçados Femininos,4,3,2,9,Potencial
2600,3345.44,12,1,Garten Shopping,Feminino,Gastronomia,5,5,5,15,VIP
2643,688.27,6,3,Nações Shopping,Feminino,Gastronomia,4,4,4,12,Premium
2685,1756.58,8,0,Garten Shopping,Masculino,Moda,5,5,5,15,VIP
2785,20.37,1,26,Continente Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
2945,1267.13,14,7,Garten Shopping,Feminino,Serviços,3,5,5,13,VIP
2955,830.0,1,21,Neumarkt Shopping,Feminino,Joalheria,1,1,4,6,Pontual
2987,609.75,4,15,Balneário Shopping,Feminino,Gastronomia,2,3,3,8,Potencial
3019,628.1,1,11,Nações Shopping,Masculino,Moda,3,1,3,7,Potencial
3107,45.97,1,4,Balneário Shopping,Feminino,Supermercado,4,1,1,6,Pontual
3184,1347.74,7,10,Neumarkt Shopping,Feminino,Beleza e Bem-estar,3,4,5,12,Premium
3307,53.9,2,1,Norte Shopping,Feminino,Papelaria,5,2,1,8,Potencial
3428,73.55,2,8,Nações Shopping,Feminino,Livrarias,3,2,1,6,Pontual
3582,2394.32,21,7,Continente Shopping,Feminino,Gastronomia,3,5,5,13,VIP
3596,425.0,5,20,Garten Shopping,Feminino,Kids,1,4,3,8,Potencial
3671,928.6800000000001,11,7,Continente Shopping,Feminino,Gastronomia,3,5,4,12,Premium
3696,489.49,7,8,Nações Shopping,Feminino,Casa e Decoração,3,4,3,10,Premium
3735,2261.85,3,5,Garten Shopping,Feminino,Casa e Decoração,4,3,5,12,Premium
3765,3150.54,5,5,Garten Shopping,Feminino,Moda,4,4,5,13,VIP
3821,317.7,2,20,Nações Shopping,Feminino,Infantil,1,2,2,5,Pontual
3826,64.39,4,10,Nações Shopping,Feminino,Gastronomia,3,3,1,7,Potencial
3828,694.85,3,4,Norte Shopping,Feminino,Casa e Decoração,4,3,4,11,Premium
3992,175.97,7,18,Garten Shopping,Masculino,Gastronomia,2,4,2,8,Potencial
4013,231.98,2,2,Continente Shopping,Feminino,Gastronomia - Sorvetes,5,2,2,9,Potencial
4081,36.96,1,19,Continente Shopping,Masculino,Eletrodomésticos,1,1,1,3,Pontual
4094,482.0,2,24,Nações Shopping,Feminino,Infantil,1,2,3,6,Pontual
4236,817.6700000000001,2,18,Nações Shopping,Feminino,Moda,2,2,4,8,Potencial
4247,659.86,2,5,Nações Shopping,Feminino,Moda,4,2,4,10,Premium
4290,148.99,4,9,Neumarkt Shopping,Feminino,Gastronomia,3,3,1,7,Potencial
4300,689.84,3,9,Nações Shopping,Feminino,Moda,3,3,4,10,Premium
4322,517.1,8,4,Nações Shopping,Masculino,Gastronomia,4,5,3,12,Premium
4384,118.41999999999999,3,1,Continente Shopping,Feminino,Esportes,5,3,1,9,Potencial
4391,765.31,3,6,Neumarkt Shopping,Feminino,Moda,3,3,4,10,Premium
4420,384.0,1,7,Continente Shopping,Masculino,Gastronomia,3,1,3,7,Potencial
4449,2745.75,19,6,Continente Shopping,Feminino,Gastronomia,3,5,5,13,VIP
4488,383.34000000000003,4,1,Norte Shopping,Masculino,Supermercado,5,3,3,11,Premium
4504,706.7,2,7,Nações Shopping,Feminino,Gastronomia,3,2,4,9,Potencial
4623,2834.42,23,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
4624,672.69,8,2,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
4682,801.56,14,2,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
4732,118.97,2,13,Garten Shopping,Feminino,Casa e Decoração,2,2,1,5,Pontual
4746,839.98,4,2,Continente Shopping,Feminino,Esportes,5,3,4,12,Premium
4867,258.97,2,30,Continente Shopping,Masculino,Farmácias,1,2,2,5,Pontual
4881,62.0,1,23,Garten Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
5093,367.45,2,4,Norte Shopping,Masculino,Gastronomia,4,2,3,9,Potencial
5097,776.88,10,12,Neumarkt Shopping,Feminino,Gastronomia,2,5,4,11,Premium
5114,1367.8400000000001,11,7,Nações Shopping,Feminino,Infantil,3,5,5,13,VIP
5134,897.12,2,11,Continente Shopping,Feminino,Beleza e Bem-estar,3,2,4,9,Potencial
5177,3699.56,6,4,Balneário Shopping,Masculino,Moda,4,4,5,13,VIP
5262,114.0,1,6,Continente Shopping,Feminino,Beleza e Bem-estar,3,1,1,5,Pontual
5516,483.38,10,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,3,13,VIP
5529,1328.13,22,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
5685,651.87,5,9,Continente Shopping,Feminino,Gastronomia,3,4,3,10,Premium
5740,1203.6499999999999,8,12,Continente Shopping,Feminino,Moda,2,5,4,11,Premium
5825,25.7,1,15,Continente Shopping,Feminino,Eletrodomésticos,2,1,1,4,Pontual
5862,659.98,1,0,Continente Shopping,Feminino,Moda,5,1,4,10,Premium
6058,2045.17,26,2,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
6380,89.9,1,9,Neumarkt Shopping,Masculino,Moda,3,1,1,5,Pontual
6499,61.0,1,8,Garten Shopping,Feminino,Gastronomia - Sorvetes,3,1,1,5,Pontual
6681,154.69,3,9,Norte Shopping,Masculino,Fast Food,3,3,2,8,Potencial
6706,534.9300000000001,3,8,Neumarkt Shopping,Feminino,Calçados,3,3,3,9,Potencial
7436,1215.38,16,1,Continente Shopping,Feminino,Moda,5,5,4,14,VIP
7565,303.97,2,6,Continente Shopping,Feminino,Gastronomia - Sorvetes,3,2,2,7,Potencial
7640,574.63,11,3,Nações Shopping,Feminino,Gastronomia,4,5,3,12,Premium
7676,332.51,9,14,Continente Shopping,Feminino,Gastronomia,2,5,2,9,Potencial
7789,231.76,4,0,Continente Shopping,Masculino,Gastronomia,5,3,2,10,Premium
8001,1788.73,16,12,Neumarkt Shopping,Feminino,Gastronomia,2,5,5,12,Premium
8045,343.48,2,11,Nações Shopping,Masculino,Moda,3,2,2,7,Potencial
8354,588.95,2,1,Continente Shopping,Feminino,Calçados,5,2,3,10,Premium
8419,1022.29,8,0,Balneário Shopping,Feminino,Moda,5,5,4,14,VIP
8481,5119.4,12,13,Continente Shopping,Masculino,Gastronomia,2,5,5,12,Premium
8694,36.62,1,0,Neumarkt Shopping,Masculino,Gastronomia,5,1,1,7,Potencial
8849,1085.71,4,19,Nações Shopping,Feminino,Moda,1,3,4,8,Potencial
8859,352.56,5,16,Continente Shopping,Feminino,Gastronomia,2,4,2,8,Potencial
8892,3668.99,2,21,Balneário Shopping,Feminino,Gastronomia,1,2,5,8,Potencial
8904,714.0,1,1,Continente Shopping,Feminino,Moda,5,1,4,10,Premium
8908,1549.0,1,17,Continente Shopping,Masculino,Joalheria,2,1,5,8,Potencial
8920,470.23,7,2,Nações Shopping,Feminino,Beleza e Bem-estar,5,4,3,12,Premium
9000,4681.29,18,4,Neumarkt Shopping,Feminino,Moda,4,5,5,14,VIP
9129,686.88,15,4,Continente Shopping,Masculino,Gastronomia,4,5,4,13,VIP
9145,229.56,1,15,Norte Shopping,Feminino,Supermercado,2,1,2,5,Pontual
9352,788.78,4,2,Balneário Shopping,Feminino,Moda,5,3,4,12,Premium
9705,979.86,2,20,Nações Shopping,Masculino,Moda,1,2,4,7,Potencial
9733,200.75,5,6,Norte Shopping,Masculino,Gastronomia,3,4,2,9,Potencial
9843,18.0,1,6,Nações Shopping,Feminino,Gastronomia - Sorvetes,3,1,1,5,Pontual
9998,34.0,1,18,Nações Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
10059,2024.46,8,4,Neumarkt Shopping,Feminino,Gastronomia,4,5,5,14,VIP
10061,122.80000000000001,2,0,Neumarkt Shopping,Masculino,Casa e Decoração,5,2,1,8,Potencial
10493,59.9,1,0,Continente Shopping,Feminino,Livrarias,5,1,1,7,Potencial
10570,29.9,1,5,Nações Shopping,Feminino,Moda,4,1,1,6,Pontual
10618,1633.46,12,3,Continente Shopping,Feminino,Gastronomia,4,5,5,14,VIP
10797,204.9,2,19,Garten Shopping,Feminino,Beleza e Bem-estar,1,2,2,5,Pontual
10910,1829.75,8,2,Nações Shopping,Feminino,Moda,5,5,5,15,VIP
10913,69.99,1,21,Garten Shopping,Feminino,Infantil,1,1,1,3,Pontual
11021,404.55,4,8,Nações Shopping,Feminino,Moda,3,3,3,9,Potencial
11165,666.28,4,4,Continente Shopping,Feminino,Gastronomia,4,3,4,11,Premium
11272,311.34000000000003,2,9,Norte Shopping,Masculino,Papelaria,3,2,2,7,Potencial
11322,369.96,2,2,Balneário Shopping,Masculino,Gastronomia,5,2,3,10,Premium
11563,790.52,11,6,Neumarkt Shopping,Masculino,Gastronomia,3,5,4,12,Premium
11626,80.2,1,5,Continente Shopping,Masculino,Fast Food,4,1,1,6,Pontual
11701,1218.97,2,1,Continente Shopping,Feminino,Moda,5,2,4,11,Premium
11750,6953.55,8,12,Neumarkt Shopping,Feminino,Gastronomia,2,5,5,12,Premium
11803,204.28,5,5,Continente Shopping,Feminino,Gastronomia,4,4,2,10,Premium
11834,55.44,1,15,Nações Shopping,Feminino,Eletrodomésticos,2,1,1,4,Pontual
11947,1175.01,2,0,Balneário Shopping,Feminino,Farmácias,5,2,4,11,Premium
12017,981.6800000000001,3,18,Continente Shopping,Feminino,Moda,2,3,4,9,Potencial
12023,2306.22,15,5,Balneário Shopping,Masculino,Gastronomia,4,5,5,14,VIP
12393,1855.6,11,0,Garten Shopping,Masculino,Gastronomia,5,5,5,15,VIP
12491,42.46,1,8,Garten Shopping,Feminino,Gastronomia,3,1,1,5,Pontual
12506,2998.8,5,0,Balneário Shopping,Feminino,Moda,5,4,5,14,VIP
12681,2211.04,20,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
12709,159.99,1,9,Nações Shopping,Feminino,Farmácias,3,1,2,6,Pontual
12714,240.68,2,11,Nações Shopping,Masculino,Casa e Decoração,3,2,2,7,Potencial
12838,398.06,5,4,Garten Shopping,Feminino,Gastronomia,4,4,3,11,Premium
13330,869.75,16,1,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
13349,418.07000000000005,4,3,Norte Shopping,Feminino,Fast Food,4,3,3,10,Premium
13457,215.99,5,6,Continente Shopping,Masculino,Gastronomia,3,4,2,9,Potencial
13557,485.0,2,3,Balneário Shopping,Masculino,Livrarias,4,2,3,9,Potencial
13597,717.16,6,11,Norte Shopping,Masculino,Calçados,3,4,4,11,Premium
13643,437.2,4,3,Neumarkt Shopping,Feminino,Casa e Decoração,4,3,3,10,Premium
13824,484.34000000000003,9,2,Neumarkt Shopping,Feminino,Gastronomia,5,5,3,13,VIP
13973,101.8,1,14,Balneário Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
13983,771.9,4,11,Balneário Shopping,Feminino,Moda,3,3,4,10,Premium
14024,729.98,1,4,Continente Shopping,Feminino,Moda,4,1,4,9,Potencial
14095,102.19,3,5,Neumarkt Shopping,Feminino,Farmácias,4,3,1,8,Potencial
14292,1517.72,3,15,Neumarkt Shopping,Feminino,Casa e Decoração,2,3,5,10,Premium
14344,379.89,2,5,Continente Shopping,Feminino,Gastronomia,4,2,3,9,Potencial
14376,569.96,1,12,Nações Shopping,Masculino,Casa e Decoração,2,1,3,6,Pontual
14456,109.99,1,17,Nações Shopping,Masculino,Esportes,2,1,1,4,Pontual
14560,380.8,3,18,Garten Shopping,Feminino,Gastronomia,2,3,3,8,Potencial
14592,15.0,1,12,Neumarkt Shopping,Masculino,Moda,2,1,1,4,Pontual
14691,449.99,4,29,Garten Shopping,Feminino,Gastronomia,1,3,3,7,Potencial
