shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,51754.15,42.9,156,86
Balneário Shopping,Premium,2,Gastronomia,18156.73,15.05,240,70
Balneário Shopping,Premium,3,Beleza e Bem-estar,11603.53,9.62,45,34
Balneário Shopping,Premium,4,Esportes,10540.41,8.74,22,16
Balneário Shopping,Premium,5,Calçados,8665.33,7.18,16,16
Balneário Shopping,Premium,6,Joalheria,5059.32,4.19,7,6
Balneário Shopping,Premium,7,Infantil,4641.83,3.85,28,22
Balneário Shopping,Premium,8,Telefonia,4237.01,3.51,2,2
Balneário Shopping,Premium,9,Eletrônicos,3518.1,2.92,2,2
Balneário Shopping,Premium,10,Ótica,2463.74,2.04,2,2
Balneário Shopping,VIP,1,Moda,388692.51,44.98,896,394
Balneário Shopping,VIP,2,Joalheria,91003.41,10.53,50,44
Balneário Shopping,VIP,3,Gastronomia,80525.33,9.32,1014,316
Balneário Shopping,VIP,4,Beleza e Bem-estar,63814.2,7.38,209,160
Balneário Shopping,VIP,5,Moda Feminina,52819.86,6.11,38,30
Balneário Shopping,VIP,6,Infantil,48433.31,5.6,193,124
Balneário Shopping,VIP,7,Esportes,42190.46,4.88,98,81
Balneário Shopping,VIP,8,Calçados,37205.84,4.31,86,72
Balneário Shopping,VIP,9,Casa e Decoração,33529.08,3.88,72,55
Balneário Shopping,VIP,10,Calçados Femininos,25940.04,3.0,46,39
Continente Shopping,Premium,1,Moda,53750.03,49.27,174,97
Continente Shopping,Premium,2,Gastronomia,20292.65,18.6,342,106
Continente Shopping,Premium,3,Esportes,10522.61,9.65,36,30
Continente Shopping,Premium,4,Calçados,7557.18,6.93,32,30
Continente Shopping,Premium,5,Beleza e Bem-estar,4221.93,3.87,55,34
Continente Shopping,Premium,6,Telefonia,3987.8,3.66,6,3
Continente Shopping,Premium,7,Farmácias,3276.83,3.0,33,25
Continente Shopping,Premium,8,Eletrodomésticos,2907.32,2.67,72,44
Continente Shopping,Premium,9,Livrarias,1538.56,1.41,27,20
Continente Shopping,Premium,10,Papelaria,1027.0,0.94,27,18
Continente Shopping,VIP,1,Moda,241776.32,41.75,666,316
Continente Shopping,VIP,2,Gastronomia,90317.14,15.6,1481,409
Continente Shopping,VIP,3,Telefonia,70395.54,12.16,34,14
Continente Shopping,VIP,4,Calçados,37673.86,6.51,120,93
Continente Shopping,VIP,5,Joalheria,36099.18,6.23,24,18
Continente Shopping,VIP,6,Esportes,29122.030000000002,5.03,103,88
Continente Shopping,VIP,7,Beleza e Bem-estar,26747.56,4.62,220,156
Continente Shopping,VIP,8,Eletrodomésticos,19451.899999999998,3.36,206,135
Continente Shopping,VIP,9,Moda Feminina,14181.65,2.45,23,16
Continente Shopping,VIP,10,Ótica,13333.1,2.3,17,10
Garten Shopping,Premium,1,Moda,28066.7,43.86,119,69
