genero,qtd_clientes,valor_total,pct_clientes
Feminino,27152,66045806.64,63.55061439438268
Masculino,15501,31420474.87,36.28086600351082
Nao Informado,27,32943.62,0.06319485078993564
Outro,45,49106.87,0.1053247513165594
