faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),4147,10674077.2,9.706260971328263
Gen X (1965-1980),12804,35891296.14,29.96840257460503
Gen Z (1997-2012),6384,8650965.76,14.942071386775893
Millennials (1981-1996),19204,41942364.88,44.947922761849036
Nao Informado,25,25713.43,0.058513750731421885
Silent (antes 1946),161,363914.59,0.3768285547103569
