dia_semana,valor,transacoes
Domingo,268724.74,1525
Quarta,139880.65,959
Quinta,149440.0,905
Sabado,325058.26,1857
Segunda,172129.59,949
Sexta,190170.44,1272
Terca,139754.13,920
