faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),56474.89,12124.64,0.0,809.1
25-39 (Millennials),435254.39,164412.66,1427.46,6.99
40-54 (Gen X),535933.79,187613.11,302.92,0.0
55-69 (Boomers),102132.08,40277.46,0.0,0.0
70+ (Silent),7446.61,3808.55,0.0,0.0
Nao Informado,15.0,0.0,0.0,0.0
