faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),81,24,0,1
25-39 (Millennials),689,236,3,1
40-54 (Gen X),635,232,1,0
55-69 (Boomers),109,54,0,0
70+ (Silent),8,6,0,0
Nao Informado,1,0,0,0
