sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,343,70.72164948453609,232043.61
CS,Masculino,140,28.865979381443296,90850.99
CS,Nao Informado,1,0.2061855670103093,302.92
CS,Outro,1,0.2061855670103093,6.99
BS,Feminino,314,78.30423940149626,332661.46
BS,Masculino,86,21.44638403990025,78074.61
BS,Nao Informado,1,0.24937655860349126,46.98
NK,Feminino,344,74.45887445887446,242231.78999999998
NK,Masculino,117,25.324675324675322,83187.1
NK,Nao Informado,1,0.21645021645021645,946.98
NR,Feminino,124,68.50828729281768,58052.63
NR,Masculino,55,30.386740331491712,53170.20999999999
NR,Nao Informado,1,0.5524861878453038,215.0
NR,Outro,1,0.5524861878453038,809.0999999999999
GS,Feminino,314,73.36448598130842,192863.66
GS,Masculino,114,26.635514018691588,61886.780000000006
NS,Feminino,139,69.5,79403.61
NS,Masculino,60,30.0,41066.729999999996
NS,Nao Informado,1,0.5,218.5
