shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,187760,32807,50526664.06,1540.1183911970006,40.920039094713054,3430.2120000000023,3281
Continente Shopping,CS,218798,45346,103892286.49999999,2291.1014532704094,41.53923279079525,5159.82,4535
Neumarkt Shopping,NK,189551,29312,55878148.37,1906.323293190502,42.23253510060465,4319.885,2932
Garten Shopping,GS,84917,18692,22876985.79,1223.8918141450888,39.966058981233246,2854.0440000000003,1870
Norte Shopping,NR,164463,31917,54136627.1,1696.1690353103363,40.685978670012545,3579.964,3192
Nações Shopping,NS,69332,14236,17793668.24,1249.9064512503512,38.79267347657626,2744.295,1424
