faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),10119234.93,5256582.54,2391.5,33932.89
25-39 (Millennials),72936258.61,39544944.66,4844.81,103986.85
40-54 (Gen X),86362412.23,43057903.23,724.3,24178.29
55-69 (Boomers),26003167.4,13715739.87,364.89,7716.07
70+ (Silent),4588995.22,3012466.42,1009.49,904.82
Nao Informado,57664.83,124924.95,144031.26,0.0
